file,shape_raw,shape_3d,air_ratio,is_outlier
cave_1025.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9816265254057654,False
cave_1026.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.800788820251938,False
cave_1027.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.939815550811531,False
cave_1028.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.49420166015625,False
cave_1029.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9746737221414729,False
cave_103.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6731363932291666,False
cave_1030.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4811197916666667,False
cave_1031.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4754638671875,False
cave_1032.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.55828857421875,False
cave_1033.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6764550024224806,False
cave_1034.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5549841592478197,False
cave_1035.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.68115234375,False
cave_1036.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9292801258175872,False
cave_1037.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.890602289244186,False
cave_1038.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6615425523861435,False
cave_1039.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7583651283914729,False
cave_104.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5469767252604166,False
cave_1040.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.63116455078125,False
cave_1041.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8851687409156976,False
cave_1042.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9415278471717539,False
cave_1043.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.3550008138020833,False
cave_1044.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9027383493822675,False
cave_1045.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9050468030826065,False
cave_1046.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5552164713541666,False
cave_1047.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8937037268350291,False
cave_1048.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4440104166666667,False
cave_1049.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4648640950520833,False
cave_105.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9609658884447675,False
cave_1050.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5445353190104166,False
cave_1051.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.955589117005814,False
cave_1052.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9669795073280039,False
cave_1053.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9617593454760175,False
cave_1054.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5533040364583334,False
cave_1055.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6300862630208334,False
cave_1056.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.459228515625,False
cave_1057.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6695556640625,False
cave_1058.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.58245849609375,False
cave_1059.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.625,False
cave_106.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9493479174236918,False
cave_1060.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.3715413411458333,False
cave_1061.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9401363402374031,False
cave_1062.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9488284088844476,False
cave_1063.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9379381283309108,False
cave_1064.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4113972981770833,False
cave_1065.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8802632176598837,False
cave_1066.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9086081334786822,False
cave_1067.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9134843220082365,False
cave_1068.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7453892434290214,False
cave_1069.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7002842629602714,False
cave_107.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4636433919270833,False
cave_1070.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.565673828125,False
cave_1071.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.2576700846354167,False
cave_1072.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4728597005208333,False
cave_1073.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6098812605983527,False
cave_1074.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5774943033854166,False
cave_1075.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.3888753255208333,False
cave_1076.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6341959635416666,False
cave_1077.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5435994466145834,False
cave_1078.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9495333885961725,False
cave_1079.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5275675455729166,False
cave_108.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9234761082848837,False
cave_1080.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.57037353515625,False
cave_1081.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4020182291666667,False
cave_1082.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5761922200520834,False
cave_1083.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.50823974609375,False
cave_1084.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7769780122032461,False
cave_1085.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9063540909641473,False
cave_1086.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9713281439256298,False
cave_1087.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9450210453003876,False
cave_1088.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6098225911458334,False
cave_1089.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7974971800811531,False
cave_109.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5625757025193798,False
cave_1090.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8390190656795058,False
cave_1091.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8870854340782461,False
cave_1092.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8056834612705911,False
cave_1093.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.48439771075581395,False
cave_1094.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9550000567768895,False
cave_1095.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.59765625,False
cave_1096.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5364990234375,False
cave_1097.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9700066618217055,False
cave_1098.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.54119873046875,False
cave_1099.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.66796875,False
cave_11.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6383349987887597,False
cave_110.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7459404523982558,False
cave_1100.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6278317473655524,False
cave_1101.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9522662495457849,False
cave_1102.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4481731089510659,False
cave_1103.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9562004148498062,False
cave_1104.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7710831516472868,False
cave_1105.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8285352130268895,False
cave_1106.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8519310766412306,False
cave_1107.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5890706380208334,False
cave_1108.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6902744973352714,False
cave_1109.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.73187255859375,False
cave_111.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4097900390625,False
cave_1110.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6978419104287791,False
cave_1111.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7668939634811046,False
cave_1112.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5484619140625,False
cave_1113.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4467569986979167,False
cave_1114.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.669944585755814,False
cave_1115.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8636427295300387,False
cave_1116.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.831356078155281,False
cave_1117.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.650390625,False
cave_1118.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6529488970142926,False
cave_1119.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6873760371245154,False
cave_112.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5536276647286822,False
cave_1120.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9053850987160853,False
cave_1121.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7990277903948644,False
cave_1122.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7800600510234981,False
cave_1123.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4676106770833333,False
cave_1124.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7179361979166666,False
cave_1125.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7948811848958334,False
cave_1126.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7940588662790697,False
cave_1127.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8200461217599322,False
cave_1128.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8797858186470445,False
cave_1129.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8743877558745154,False
cave_113.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.49169921875,False
cave_1130.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4753011067708333,False
cave_1131.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9550913729408915,False
cave_1132.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9567672374636628,False
cave_1133.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.02174980695857558,False
cave_1134.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.22308349609375,False
cave_1135.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4726765950520833,False
cave_1136.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8664541318435077,False
cave_1137.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8803370276162791,False
cave_1138.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9028916469840116,False
cave_1139.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5884489310804264,False
cave_114.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6615387672601745,False
cave_1140.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8992967235949613,False
cave_1141.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8411571887112403,False
cave_1142.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6127726236979166,False
cave_1143.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7869016662124515,False
cave_1144.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7082803415697675,False
cave_1145.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.55694580078125,False
cave_1146.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8325129072795543,False
cave_1147.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5365804036458334,False
cave_1148.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.3375040690104167,False
cave_1149.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.584716796875,False
cave_115.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8447402835816376,False
cave_1150.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5073038736979166,False
cave_1151.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.615234375,False
cave_1152.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9436233875363372,False
cave_1153.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6329142252604166,False
cave_1154.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7889962602955426,False
cave_1155.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.981922238372093,False
cave_1156.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4250743777252907,False
cave_1157.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9605783861736918,False
cave_1158.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6992490310077519,False
cave_1159.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8745320638020834,False
cave_116.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.3642171223958333,False
cave_1160.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7609054210574128,False
cave_1161.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5087890625,False
cave_1162.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6063393289728682,False
cave_1163.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5635579427083334,False
cave_1164.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.501937984496124,False
cave_1165.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5377604166666666,False
cave_1166.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9673291583393895,False
cave_1167.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5662638346354166,False
cave_1168.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5298258463541666,False
cave_1169.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8931563029917635,False
cave_117.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8058438559835271,False
cave_1170.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8960604408914729,False
cave_1171.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.781436890594719,False
cave_1172.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.498233765594719,False
cave_1173.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.3859049479166667,False
cave_1174.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6354199786518895,False
cave_1175.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.50665283203125,False
cave_1176.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8680353682170543,False
cave_1177.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9308041121608527,False
cave_1178.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9516492740128392,False
cave_1179.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5018717447916666,False
cave_118.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.43992248062015504,False
cave_1180.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8836310334907945,False
cave_1181.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6666278691254846,False
cave_1182.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5065511067708334,False
cave_1183.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5897074854651163,False
cave_1184.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.890377074249031,False
cave_1185.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7095743815104166,False
cave_1186.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6346842447916666,False
cave_1187.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.744129269622093,False
cave_1188.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8783389542453973,False
cave_1189.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.43695068359375,False
cave_119.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.69989013671875,False
cave_1190.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.854736328125,False
cave_1191.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9512135113856589,False
cave_1192.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.0,False
cave_1193.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6207398407218992,False
cave_1194.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8757589177567829,False
cave_1195.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9591220589571221,False
cave_1196.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9485814294149709,False
cave_1197.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5143839518229166,False
cave_1198.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.45849609375,False
cave_1199.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4110514322916667,False
cave_12.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.910289675690407,False
cave_120.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9679877702579942,False
cave_1200.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.451171875,False
cave_1201.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.423828125,False
cave_1202.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7470144818919574,False
cave_1203.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7134659641472868,False
cave_1204.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6897989908854166,False
cave_1205.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4617162896681202,False
cave_1206.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7577254421027132,False
cave_1207.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8921428355135659,False
cave_1208.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7942623167999031,False
cave_1209.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5887247721354166,False
cave_121.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9334319358648255,False
cave_1210.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4855550130208333,False
cave_1211.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9654271325399709,False
cave_1212.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7098488031431686,False
cave_1213.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6133418120155039,False
cave_1214.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5919596354166666,False
cave_1215.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7000935872395834,False
cave_1216.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5395100911458334,False
cave_1217.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9722124439801356,False
cave_1218.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6282670368519865,False
cave_1219.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7880575490552325,False
cave_122.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5476888020833334,False
cave_1220.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4439697265625,False
cave_1221.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.3875935872395833,False
cave_1222.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4842122395833333,False
cave_1223.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.3561235767926357,False
cave_1224.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.49468994140625,False
cave_1225.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8880809222080911,False
cave_1226.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8488916204881298,False
cave_1227.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4250284830729167,False
cave_1228.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.738399535186531,False
cave_1229.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7336879996366279,False
cave_123.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.57501220703125,False
cave_1230.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9395619473716085,False
cave_1231.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5198160807291666,False
cave_1232.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4687093098958333,False
cave_1233.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5484496124031008,False
cave_1234.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.899188847504845,False
cave_1235.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.49914503467175386,False
cave_1236.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4854532877604167,False
cave_1237.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6153564453125,False
cave_1238.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8905947189922481,False
cave_1239.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9529844771984012,False
cave_124.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4040120442708333,False
cave_1240.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5530802408854166,False
cave_1241.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6988203654917635,False
cave_1242.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6159540220748546,False
cave_1243.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7190518637960271,False
cave_1244.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9660190316133721,False
cave_1245.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9720028426296027,False
cave_1246.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.412841796875,False
cave_1247.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.91986083984375,False
cave_1248.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9299311674842539,False
cave_1249.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5589599609375,False
cave_125.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9687632479408915,False
cave_1250.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.58428955078125,False
cave_1251.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5491739908854166,False
cave_1252.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4456583658854167,False
cave_1253.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4969889322916667,False
cave_1254.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.533790765806686,False
cave_1255.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.865249515503876,False
cave_1256.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8448046307231105,False
cave_1257.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.920791507691376,False
cave_1258.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5794881184895834,False
cave_1259.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7987495836361435,False
cave_126.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6119588216145834,False
cave_1260.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8097595687984496,False
cave_1261.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6689978311228197,False
cave_1262.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5340576171875,False
cave_1263.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9052417370700097,False
cave_1264.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6098330002422481,False
cave_1265.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6302083333333334,False
cave_1266.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7045694986979166,False
cave_1267.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.63250732421875,False
cave_1268.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4723307291666667,False
cave_1269.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.53662109375,False
cave_127.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.54046630859375,False
cave_1270.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7689625348231589,False
cave_1271.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.79168701171875,False
cave_1272.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9420445168665214,False
cave_1273.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7077135189559108,False
cave_1274.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.52410888671875,False
cave_1275.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7424680724624515,False
cave_1276.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8033172843992248,False
cave_1277.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7602610033611918,False
cave_1278.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.534656613372093,False
cave_1279.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9191979696584303,False
cave_128.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6322021484375,False
cave_1280.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5866902669270834,False
cave_1281.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.73065185546875,False
cave_1282.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6347679907037306,False
cave_1283.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6769612630208334,False
cave_1284.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5527140299479166,False
cave_1285.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8384498773619186,False
